stage,idx,SR_LOOKBACK,SR_PIVOT_WINDOW,SR_MERGE_ATR_MULT,ZONE_TOLERANCE_ATR_MULT,total,triggered,coverage,wins_1m,losses_1m,wr_1m,wins_3m,losses_3m,wr_3m,wins_5m,losses_5m,wr_5m,objective
support_resistance,6,40,2,0.5,0.6,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,7,40,2,0.5,0.8,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,8,40,2,0.5,1.2,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,11,40,2,0.8,0.6,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,12,40,2,0.8,0.8,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,13,40,2,0.8,1.2,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,14,40,2,0.8,2.0,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,16,40,3,0.3,0.6,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,17,40,3,0.3,0.8,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,21,40,3,0.5,0.6,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,22,40,3,0.5,0.8,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,26,40,3,0.8,0.6,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,27,40,3,0.8,0.8,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,28,40,3,0.8,1.2,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,29,40,3,0.8,2.0,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,31,40,4,0.3,0.6,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,32,40,4,0.3,0.8,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,36,40,4,0.5,0.6,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,37,40,4,0.5,0.8,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,41,40,4,0.8,0.6,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
support_resistance,42,40,4,0.8,0.8,102,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0
